Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Генічеський,"75500, м.Генічеськ, вул. Братів Коваленко, 66",(05534) 3-16-26,http://gn.ks.court.gov.ua,Генічеський районний суд Херсонської області,inbox@gn.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://gn.ks.court.gov.ua/sud2107/,Херсонська
Голопристанський,"75600, м. Гола Пристань, вул. Горького, 19",(05539) 2-17-05,http://gp.ks.court.gov.ua,Голопристанський районний суд Херсонської області,inbox@gp.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://gp.ks.court.gov.ua/sud2108/,Херсонська
Горностаївський,"74600, смт Горностаївка, вул. Торгова, 10",(0-5544) 4-17-44,http://gs.ks.court.gov.ua,Горностаївський районний суд Херсонської області,inbox@gs.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://gs.ks.court.gov.ua/sud2109/,Херсонська
Іванівський,"75401, Херсонська область, смт.Іванівка, вул. Саханова, 34",0(5531)3-18-74 Факс,http://iv.ks.court.gov.ua,Іванівський районний суд Херсонської області,inbox@iv.ks.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://iv.ks.court.gov.ua/sud2111/,Херсонська
Каланчацький,"75800, смт Каланчак, вул. Леніна, 26","(05530) 3-26-94, 3-23-03, 3-14-65, 3-17-85-факс",http://kl.ks.court.gov.ua,Каланчацький районний суд Херсонської області,inbox@kl.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://kl.ks.court.gov.ua/sud2112/,Херсонська
Нижньосірогозький,"74701, смт Нижні Сірогози, вул. Чкалова, буд. № 6",8 (05540) 2-15-72,http://ns.ks.court.gov.ua,Нижньосірогозький районний суд Херсонської області,inbox@ns.ks.court.gov.ua,Пн-Чт з 08:00 до 17:12 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:48,Районний суд,,http://ns.ks.court.gov.ua/sud2115/,Херсонська
Нововоронцовський,"74200, смт Нововоронцовка, вул. Тітова, 2а",0-5533- 21432,http://nv.ks.court.gov.ua,Нововоронцовський районний суд Херсонської області,inbox@nv.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний суд,,http://nv.ks.court.gov.ua/sud2116/,Херсонська
Новотроїцький,"75300, смт Новотроїцьке, вул. Леніна, 87",(05548) 5-20-58,http://nt.ks.court.gov.ua,Новотроїцький районний суд Херсонської області,inbox@nt.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://nt.ks.court.gov.ua/sud2118/,Херсонська
Скадовський,"75700, м. Скадовськ, вул. Пролетарська, 39",(05537) 5-25-44,http://sk.ks.court.gov.ua,Скадовський районний суд Херсонської області,inbox@sk.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:45,Районний суд,,http://sk.ks.court.gov.ua/sud2119/,Херсонська
Цюрупинський,"75100, м. Цюрупинськ, вул. Поштова, 48",(05542) 2-24-44,http://cr.ks.court.gov.ua,Цюрупинський районний суд Херсонської області,inbox@cr.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:48,Районний суд,,http://cr.ks.court.gov.ua/sud2121/,Херсонська
Чаплинський,"75200, смт Чаплинка, вул. Космонавтів,23","(05538) 2-12-77, 2-12-74, 2-26-64, 2-26-73",http://cp.ks.court.gov.ua,Чаплинський районний суд Херсонської області,inbox@cp.ks.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 16:00 Перерва з 12:00 до 12:48,Районний суд,,http://cp.ks.court.gov.ua/sud2122/,Херсонська
Білогірський,"30200, Хмельницька обл., смт Білогір'я, вул. Шевченка, 42","0(3841) 21432, факс 21444, канцелярія 20397.",http://bg.km.court.gov.ua,Білогірський районний суд Хмельницької області,inbox@bg.km.court.gov.ua,Пн-Чт з 08:30 до 17:45 Пт з 08:30 до 16:30 Перерва з 12:00 до 13:00,Районний суд,,http://bg.km.court.gov.ua/sud2201/,Хмельницька
Віньковецький,"32500, смт Віньківці, вул. Лесі Українки, 2",0(3846) 2-13-91,http://vn.km.court.gov.ua,Віньковецький районний суд Хмельницької області,inbox@vn.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://vn.km.court.gov.ua/sud2202/,Хмельницька
Волочиський,"31200, м. Волочиськ, вул. Слави, 8",0(3845) 3-58-07 0(3845) 4-17-62 (факс),http://vl.km.court.gov.ua,Волочиський районний суд Хмельницької області,inbox@vl.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://vl.km.court.gov.ua/sud2203/,Хмельницька
Городоцький,"32000, Хмельницька область, м. Городок, вул. Шевченка, 48","Канцелярія: (03851)3-06-52, 3-00-73, факс: 3-14-46",http://gd.km.court.gov.ua,Городоцький районний суд Хмельницької області,inbox@gd.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://gd.km.court.gov.ua/sud2204/,Хмельницька
Деражнянський,"32200, м. Деражня, вул. Миру, 43","0(3856) 2-10-24, 2-16-07, 2-20-27, 2-18-44",http://dg.km.court.gov.ua,Деражнянський районний суд Хмельницької області,inbox@dg.km.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://dg.km.court.gov.ua/sud2205/,Хмельницька
Дунаєвецький,"32400, м. Дунаївці, вул. Красінських, 11",0(3858) 3-12-38,http://dv.km.court.gov.ua,Дунаєвецький районний суд Хмельницької області,inbox@dv.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://dv.km.court.gov.ua/sud2206/,Хмельницька
Ізяславський,"30300, м. Ізяслав, вул. Незалежності, 3","0(3852) 4-13-48, 4-13-47",http://iz.km.court.gov.ua,Ізяславський районний суд Хмельницької області,inbox@iz.km.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 18:00 Перерва з 13:00 до 14:00,Районний суд,,http://iz.km.court.gov.ua/sud2207/,Хмельницька
Красилівський,"31000, м. Красилів, вул. Булаєнка, 4",0(3855) 4-34-75,http://kr.km.court.gov.ua,Красилівський районний суд Хмельницької області,inbox@kr.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://kr.km.court.gov.ua/sud2209/,Хмельницька
Летичівський,"31500, смт Летичів, пров. Шкільний, 4/а",0(3857) 9-16-31,http://lt.km.court.gov.ua,Летичівський районний суд Хмельницької області,inbox@lt.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://lt.km.court.gov.ua/sud2210/,Хмельницька
Новоушицький,"32600, смт Нова Ушиця, вул. Українська, 27",(03847) 2-12-02,http://nu.km.court.gov.ua,Новоушицький районний суд Хмельницької області,inbox@nu.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://nu.km.court.gov.ua/sud2212/,Хмельницька
Полонський,"30500, м. Полонне, вул. Щорса, 5",Приймальна тел/факс 0(3843) 3-21-45,http://pl.km.court.gov.ua,Полонський районний суд Хмельницької області,inbox@pl.km.court.gov.ua,Пн-Чт з 09:00 до 18:15 Пт з 09:00 до 17:15 Перерва з 13:00 до 14:00,Районний суд,,http://pl.km.court.gov.ua/sud2213/,Хмельницька
Старокостянтинівський,"31100, м. Старокостянтинів, вул. Миру, 9","0(3854) 3-23-40, 3-23-85",http://sk.km.court.gov.ua,Старокостянтинівський районний суд,inbox@sk.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:15 Перерва з 12:00 до 13:00,Районний суд,,http://sk.km.court.gov.ua/sud2215/,Хмельницька
Старосинявський,"31400, смт Стара Синява, вул. Грушевського, 53","0(3850) 2-06-42, 2-06-43",http://st.km.court.gov.ua,Старосинявський районний суд Хмельницької області,inbox@st.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://st.km.court.gov.ua/sud2216/,Хмельницька
Теофіпольський,"30600, смт. Теофіполь, вул. Леніна, 44",0(3844) 3-07-94,http://tfp.km.court.gov.ua,Теофіпольський районний суд Хмельницької області,inbox@tfp.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://tfp.km.court.gov.ua/sud2217/,Хмельницька
Чемеровецький,"31600, смт Чемерівці, вул. Центральна, 44",0(3859) 9-17-91,http://cm.km.court.gov.ua,Чемеровецький районний суд Хмельницької області,inbox@cm.km.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний суд,,http://cm.km.court.gov.ua/sud2219/,Хмельницька
Ярмолинецький,"32100, смт Ярмолинці, вул. Чапаєва, 71",0(3853) 2-11-71,http://ym.km.court.gov.ua,Ярмолинецький районний суд Хмельницької області,inbox@ym.km.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 17:00 Перерва з 12:00 до 13:00,Районний суд,,http://ym.km.court.gov.ua/sud2221/,Хмельницька
